Attaching 4 probes...
Timestamp;Operation;ByteSize;Command;PID
2023-06-15 22:54:54;READ;1024;nvidia-smi;2507715;
2023-06-15 22:54:54;READ;1024;nvidia-smi;2507715;
2023-06-15 22:54:54;READ;1024;nvidia-smi;2507715;
2023-06-15 22:54:54;READ;8192;nvidia-smi;2507715;
2023-06-15 22:54:54;READ;8192;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;23;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;7;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;3;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;4;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;6;nvidia-smi;2507715;
2023-06-15 22:54:54;WRITE;1;nvidia-smi;2507715;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;832;date;2507717;
2023-06-15 22:54:54;READ;8192;date;2507717;
2023-06-15 22:54:54;READ;8192;date;2507717;
2023-06-15 22:54:54;READ;8192;date;2507717;
2023-06-15 22:54:54;READ;8192;date;2507717;
2023-06-15 22:54:54;WRITE;20;date;2507717;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;WRITE;44;bash;2507719;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;832;awk;2507720;
2023-06-15 22:54:54;READ;8192;awk;2507720;
2023-06-15 22:54:54;READ;8192;awk;2507720;
2023-06-15 22:54:54;READ;8192;awk;2507720;
2023-06-15 22:54:54;READ;16384;awk;2507720;
2023-06-15 22:54:54;READ;12336;awk;2507720;
2023-06-15 22:54:54;READ;9156;awk;2507720;
2023-06-15 22:54:54;READ;4096;awk;2507720;
2023-06-15 22:54:54;READ;4096;awk;2507720;
2023-06-15 22:54:54;WRITE;7;awk;2507720;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;WRITE;44;bash;2507722;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;832;awk;2507723;
2023-06-15 22:54:54;READ;8192;awk;2507723;
2023-06-15 22:54:54;READ;8192;awk;2507723;
2023-06-15 22:54:54;READ;8192;awk;2507723;
2023-06-15 22:54:54;READ;16384;awk;2507723;
2023-06-15 22:54:54;READ;12336;awk;2507723;
2023-06-15 22:54:54;READ;9156;awk;2507723;
2023-06-15 22:54:54;READ;4096;awk;2507723;
2023-06-15 22:54:54;READ;4096;awk;2507723;
2023-06-15 22:54:54;WRITE;3;awk;2507723;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;WRITE;44;bash;2507725;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;832;awk;2507726;
2023-06-15 22:54:54;READ;8192;awk;2507726;
2023-06-15 22:54:54;READ;8192;awk;2507726;
2023-06-15 22:54:54;READ;8192;awk;2507726;
2023-06-15 22:54:54;READ;16384;awk;2507726;
2023-06-15 22:54:54;READ;12336;awk;2507726;
2023-06-15 22:54:54;READ;9156;awk;2507726;
2023-06-15 22:54:54;READ;4096;awk;2507726;
2023-06-15 22:54:54;READ;4096;awk;2507726;
2023-06-15 22:54:54;WRITE;4;awk;2507726;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;WRITE;44;bash;2507728;
2023-06-15 22:54:54;READ;4096;redis-server;1691;
2023-06-15 22:54:54;READ;1;redis-server;1691;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;832;awk;2507729;
2023-06-15 22:54:54;READ;8192;awk;2507729;
2023-06-15 22:54:54;READ;8192;awk;2507729;
2023-06-15 22:54:54;READ;8192;awk;2507729;
2023-06-15 22:54:54;READ;16384;awk;2507729;
2023-06-15 22:54:54;READ;12336;awk;2507729;
2023-06-15 22:54:54;READ;9156;awk;2507729;
2023-06-15 22:54:54;READ;4096;awk;2507729;
2023-06-15 22:54:54;READ;4096;awk;2507729;
2023-06-15 22:54:54;WRITE;6;awk;2507729;
2023-06-15 22:54:54;READ;128;bash;2507697;
2023-06-15 22:54:54;WRITE;40;bash;2507697;
2023-06-15 22:54:54;READ;832;sleep;2507730;
2023-06-15 22:54:54;READ;8192;sleep;2507730;
2023-06-15 22:54:54;READ;8192;sleep;2507730;
2023-06-15 22:54:54;READ;8;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;2097152;systemd-journal;507;
2023-06-15 22:54:54;READ;2096128;systemd-journal;507;
2023-06-15 22:54:54;READ;2049;systemd-journal;507;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4095;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;READ;1024;systemd-journal;507;
2023-06-15 22:54:54;WRITE;96;rs:main Q:Reg;1092;
2023-06-15 22:54:54;WRITE;86;rs:main Q:Reg;1092;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;4096;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;16;gmain;1068;
2023-06-15 22:54:54;WRITE;76;rs:main Q:Reg;1092;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;4096;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;16;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;4096;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;16;gmain;1320246;
2023-06-15 22:54:54;READ;4096;redis-server;1691;
2023-06-15 22:54:54;READ;1;redis-server;1691;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;4096;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;16;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;4096;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;16;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;4096;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;16;gmain;1320246;
2023-06-15 22:54:54;READ;4096;redis-server;1691;
2023-06-15 22:54:54;READ;1;redis-server;1691;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;4096;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;16;gmain;1068;
2023-06-15 22:54:54;READ;8;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;WRITE;5;systemd;1;
2023-06-15 22:54:54;WRITE;7;systemd;1;
2023-06-15 22:54:54;WRITE;3;systemd;1;
2023-06-15 22:54:54;WRITE;3;systemd;1;
2023-06-15 22:54:54;WRITE;2;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;READ;4096;redis-server;1691;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;READ;1;redis-server;1691;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;WRITE;10;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;WRITE;11;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;WRITE;6;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;4096;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;1320246;
2023-06-15 22:54:54;READ;16;gmain;1320246;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;4096;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;2251;
2023-06-15 22:54:54;READ;16;gmain;2251;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;4096;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;WRITE;8;gmain;1068;
2023-06-15 22:54:54;READ;16;gmain;1068;
2023-06-15 22:54:54;WRITE;108;rs:main Q:Reg;1092;
2023-06-15 22:54:54;WRITE;68;rs:main Q:Reg;1092;
2023-06-15 22:54:54;WRITE;8;systemd;1;
2023-06-15 22:54:54;WRITE;8;systemd;1;
2023-06-15 22:54:54;WRITE;71;rs:main Q:Reg;1092;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;12;nscd;1096;
2023-06-15 22:54:54;READ;7;nscd;1096;
2023-06-15 22:54:54;READ;12;nscd;1096;
2023-06-15 22:54:54;READ;6;nscd;1096;
2023-06-15 22:54:54;READ;31;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;8;(b-server);2507734;
2023-06-15 22:54:54;WRITE;45;(b-server);2507734;
2023-06-15 22:54:54;READ;32767;gvfs-afc-volume;2162;
2023-06-15 22:54:54;WRITE;216;systemd-journal;507;
2023-06-15 22:54:54;READ;32767;gvfs-afc-volume;1320229;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
